@relation winequalityN-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ClassAssigner-Cfirst-weka.filters.unsupervised.instance.RemoveDuplicates-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C13-Llast-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C14-Llast-weka.filters.unsupervised.attribute.Remove-R13-14-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S42

@attribute type {white,red}
@attribute 'fixed acidity' numeric
@attribute 'volatile acidity' numeric
@attribute 'citric acid' numeric
@attribute 'residual sugar' numeric
@attribute chlorides numeric
@attribute 'free sulfur dioxide' numeric
@attribute 'total sulfur dioxide' numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric

@data
white,-0.128205,-0.724138,-0.5,-0.912664,-0.503546,-0.711712,-0.472954,-0.036755,0.101695,-0.295455,-0.354839
red,0.025641,0.298851,-1,-0.877729,0.035461,-0.873874,-0.944521,0.17744,0.118644,-0.159091,-0.419355
red,0,-0.195402,-0.431818,-0.825328,-0.092199,-0.495495,-0.683773,0.145754,0.101695,-0.181818,-0.193548
white,-0.205128,-0.862069,-0.136364,-0.965066,-0.546099,-0.621622,-0.583911,-0.579214,-0.474576,-0.272727,0.096774
white,0.153846,-0.724138,0.681818,-0.663755,-0.503546,-0.423423,-0.312067,-0.329531,-0.101695,-0.545455,0.354839
red,0.282051,-0.563218,0.045455,-0.868996,0.219858,-0.657658,-0.872399,-0.015209,-0.084746,-0.227273,0.064516
white,-0.051282,-0.517241,-0.295455,-0.270742,-0.347518,-0.657658,-0.195562,0.228137,-0.389831,-0.272727,-0.580645
white,-0.435897,-0.54023,-0.431818,-0.895197,-0.531915,-0.873874,-0.434119,-0.26616,-0.389831,-0.25,-0.677419
red,0.051282,-0.770115,-0.090909,-0.895197,-0.248227,-0.891892,-0.92233,-0.114068,-0.050847,0.090909,0
white,-0.461538,-0.402299,-0.318182,-0.720524,-0.631206,0.009009,-0.284327,-0.613435,-0.372881,-0.727273,0.290323
white,-0.128205,-0.471264,-0.204545,-0.423581,-0.475177,-0.207207,-0.04577,0.063371,-0.288136,-0.295455,-0.451613
white,0.487179,0.321839,-0.522727,-0.877729,-0.574468,-0.63964,-0.367545,-0.395437,-0.525424,0.772727,0.483871
white,-0.74359,-0.517241,-0.477273,-0.956332,-0.503546,-0.333333,-0.034674,-0.730038,-0.050847,-0.727273,0.258065
red,-0.282051,0.425287,-0.818182,-0.825328,0.375887,-0.765766,-0.883495,0.209125,0.220339,-0.181818,-0.290323
white,-0.333333,-0.793103,-0.227273,-0.921397,0.191489,-0.243243,-0.278779,-0.152091,-0.101695,-0.386364,-0.483871
white,-0.153846,-0.195402,0.386364,-0.021834,-0.489362,-0.045045,-0.17337,0.304183,-0.338983,-0.477273,-0.774194
white,-0.128205,-0.126437,0.477273,-0.144105,-0.41844,0.351351,0.0319,0.329531,-0.254237,-0.545455,-0.774194
white,-0.230769,-0.586207,-0.090909,-0.39738,-0.475177,-0.207207,-0.040222,0.105196,-0.186441,-0.386364,-0.580645
white,-0.179487,-0.724138,-0.25,-0.641921,-0.702128,-0.567568,-0.61165,-0.377693,-0.728814,-0.272727,-0.193548
white,-0.205128,-0.609195,-0.409091,-0.598253,-0.787234,-0.369369,-0.284327,-0.025349,-0.254237,0.136364,-0.129032
white,-0.25641,-0.724138,-0.068182,-0.257642,-0.503546,-0.117117,-0.112344,0.050697,-0.288136,-0.181818,-0.419355
white,-0.230769,-0.885057,-0.113636,-0.930131,-0.64539,-0.675676,-0.467406,-0.480355,-0.135593,-0.136364,0.064516
white,-0.051282,-0.816092,-0.136364,0.056769,-0.51773,0.252252,-0.128988,0.26109,-0.271186,0.363636,-0.225806
white,0.205128,-0.655172,-0.363636,-0.082969,-0.659574,-0.477477,-0.495146,0.008872,-0.474576,-0.613636,-0.193548
white,-0.384615,-0.701149,-0.409091,0.091703,-0.41844,0.045045,-0.20111,0.34474,0,-0.454545,-0.677419
white,-0.153846,-0.54023,0.113636,-0.484716,-0.546099,-0.513514,-0.417476,-0.304183,0.169492,-0.181818,0.354839
white,-0.25641,-0.517241,0.022727,0.196507,-0.361702,-0.477477,-0.029126,0.467681,-0.288136,-0.204545,-0.645161
white,-0.512821,-0.54023,-0.181818,-0.895197,-0.546099,-0.333333,-0.533981,-0.631179,-0.067797,0.727273,0.258065
red,0.435897,0.172414,-0.681818,-0.877729,0.06383,-0.567568,-0.76699,0.392902,-0.288136,-0.227273,-0.451613
white,-0.230769,-0.770115,-0.363636,-0.196507,-0.574468,-0.495495,-0.40638,-0.119138,-0.338983,-0.477273,-0.064516
red,-0.025641,-0.195402,-0.090909,-0.816594,0.035461,-0.90991,-0.972261,0.048162,0.220339,-0.272727,0.354839
red,-0.179487,-0.356322,-0.522727,-0.842795,0.092199,-0.585586,-0.650485,0.070976,0.152542,-0.295455,-0.322581
white,-0.282051,-0.402299,-0.454545,-0.764192,-0.64539,-0.495495,-0.48405,-0.594423,-0.355932,-0.590909,0.387097
white,-0.666667,-0.517241,-0.363636,-0.327511,-0.758865,-0.531532,-0.439667,-0.243346,0.084746,-0.659091,-0.032258
white,-0.307692,-0.586207,-0.227273,-0.930131,-0.560284,-0.567568,-0.012483,-0.359949,-0.033898,-0.454545,-0.129032
red,-0.179487,0.241379,-0.772727,-0.930131,-0.120567,-0.531532,-0.683773,0.126743,-0.050847,-0.113636,-0.612903
white,-0.076923,-0.264368,-0.068182,0.179039,-0.375887,-0.351351,0.042996,0.489227,-0.186441,-0.068182,-0.548387
white,-0.461538,-0.517241,-0.636364,-0.362445,-0.503546,-0.153153,0.059639,0.015209,-0.169492,-0.681818,-0.548387
white,-0.179487,-0.632184,-0.204545,-0.965066,-0.673759,-0.261261,-0.456311,-0.648923,-0.254237,-0.659091,0.193548
white,0.205128,-0.609195,-0.386364,-0.641921,-0.687943,-0.459459,-0.522885,-0.35488,-0.508475,-0.75,0.290323
white,-0.333333,-0.655172,-0.25,-0.951965,-0.503546,-0.738739,0.17337,-0.380228,0.033898,-0.5,-0.032258
white,-0.692308,-0.632184,-0.568182,-0.615721,-0.51773,-0.711712,-0.472954,-0.07858,0.610169,-0.204545,-0.354839
white,-0.230769,-0.632184,-0.227273,-0.606987,-0.588652,-0.459459,-0.48405,-0.367554,-0.118644,-0.454545,0.225806
white,-0.358974,-0.54023,-0.5,-0.222707,-0.560284,-0.477477,-0.417476,-0.205323,-0.440678,-0.795455,-0.096774
white,-0.076923,-0.471264,0.681818,-0.117904,-0.574468,-0.099099,-0.217753,0.342205,-0.491525,-0.522727,-0.774194
white,-0.512821,-0.701149,-0.272727,-0.912664,-0.702128,-0.423423,-0.356449,-0.577947,0.033898,-0.318182,0.258065
white,-0.230769,-0.701149,0.25,0.222707,-0.375887,-0.405405,-0.151179,0.386565,-0.644068,-0.5,-0.612903
red,0.897436,0.333333,-0.454545,-0.834061,0.078014,-0.72973,-0.739251,0.544994,-0.423729,0.136364,-0.032258
white,-0.435897,-0.563218,-0.363636,-0.633188,-0.234043,-0.459459,0.081831,0.17744,0.644068,0.113636,-0.354839
white,-0.076923,-0.724138,-0.181818,-0.947598,-0.588652,-0.225225,-0.417476,-0.304183,0.084746,-0.727273,-0.387097
white,-0.230769,-0.747126,-0.25,-0.938865,-0.687943,-0.621622,-0.550624,-0.65019,-0.389831,-0.090909,0.387097
white,-0.307692,-0.172414,0.113636,-0.379913,-0.489362,-0.72973,-0.0957,0.08872,-0.338983,-0.659091,-0.774194
white,-0.410256,-0.356322,0.318182,0.257642,-0.503546,-0.261261,-0.395284,0.35488,-0.271186,-0.340909,-0.677419
white,-0.025641,-0.563218,-0.454545,-0.720524,-0.304965,-0.675676,-0.395284,0.101394,-0.271186,-0.477273,-0.709677
white,-0.435897,-0.793103,0.113636,-0.965066,-0.64539,-0.54955,-0.445215,-0.380228,-0.169492,-0.545455,-0.419355
white,-0.205128,-0.402299,0.681818,-0.074236,-0.148936,-0.225225,-0.20111,0.228137,-0.525424,0.340909,-0.612903
white,0.384615,-0.448276,-0.045455,-0.938865,-0.475177,-0.765766,-0.001387,-0.012674,-0.389831,-0.409091,-0.483871
white,0.384615,-0.747126,-0.045455,-0.877729,-0.460993,-0.72973,-0.456311,0.021546,-0.372881,0,-0.354839
red,-0.153846,-0.195402,-0.045455,-0.572052,-0.120567,-0.513514,-0.323162,0.291508,0.186441,0.113636,-0.193548
white,-0.102564,-0.37931,0.522727,-0.327511,-0.375887,-0.837838,-0.478502,0.114068,-0.20339,-0.363636,-0.064516
white,-0.410256,-0.678161,-0.363636,0.393013,-0.29078,-0.045045,-0.284327,0.209125,-0.186441,-0.636364,-0.193548
white,-0.205128,0.011494,0.227273,-0.362445,-0.617021,-0.603604,-0.0957,-0.295311,-0.084746,-0.431818,0.354839
white,0.076923,-0.425287,-0.204545,-0.179039,-0.631206,-0.621622,-0.434119,-0.054499,-0.322034,-0.681818,0.16129
white,-0.410256,-0.195402,-0.204545,-0.257642,-0.29078,0.477477,0.348128,0.26616,0.101695,-0.363636,-0.83871
white,-0.358974,-0.241379,-0.25,-0.641921,-0.801418,-0.513514,-0.423024,-0.506971,-0.016949,-0.636364,0.451613
red,-0.25641,-0.218391,-0.386364,-0.30131,-0.163121,-0.585586,-0.212205,-0.025349,-0.254237,-0.204545,0.064516
white,-0.564103,-0.45977,-0.136364,-0.825328,-0.659574,-0.837838,-0.650485,-0.519645,-0.322034,-0.159091,-0.096774
white,-0.307692,-0.632184,-0.113636,0.458515,-0.390071,-0.621622,-0.334258,0.491762,-0.338983,-0.431818,-0.612903
white,-0.205128,-0.494253,-0.181818,-0.659389,-0.361702,-0.459459,0.092926,0.016477,0.152542,-0.204545,-0.225806
red,-0.179487,0.321839,-0.636364,-0.868996,-0.078014,-0.873874,-0.894591,0.134347,0.101695,-0.25,-0.451613
white,-0.384615,-0.724138,-0.409091,-0.90393,0.191489,-0.297297,-0.140083,-0.329531,0.220339,0,-0.032258
white,-0.230769,-0.126437,-0.409091,-0.502183,0.957447,-0.135135,-0.151179,-0.08365,-0.288136,-0.431818,-0.354839
white,-0.205128,-0.632184,-0.477273,-0.432314,-0.546099,-0.657658,-0.495146,-0.321926,-0.355932,0.431818,0.096774
white,-0.461538,-0.448276,-0.25,-0.868996,-0.744681,-0.387387,-0.267684,-0.703422,0.101695,-0.545455,0.516129
white,-0.384615,-0.701149,-0.340909,-0.912664,-0.574468,-0.585586,-0.522885,-0.489227,-0.067797,-0.363636,0.032258
red,-0.205128,0.149425,-0.545455,-0.899563,-0.304965,-0.873874,-0.911234,-0.225602,0.118644,-0.386364,0.193548
white,-0.333333,-0.425287,-0.454545,-0.912664,-0.361702,-0.567568,-0.384189,-0.08872,0.084746,-0.363636,-0.580645
white,-0.230769,-0.678161,-0.181818,-0.947598,-0.390071,-0.333333,-0.32871,-0.215463,-0.457627,-0.272727,-0.612903
white,-0.230769,0.436782,-0.431818,-0.772926,-0.446809,-0.837838,-0.71706,0.126743,0.084746,-0.318182,-0.516129
white,-0.102564,-0.885057,-0.386364,-0.650655,0.007092,-0.405405,-0.079057,-0.152091,-0.135593,-0.613636,0
white,-0.410256,0.08046,-0.659091,-0.196507,-0.687943,-0.675676,-0.339806,0.08872,0.084746,-0.431818,-0.290323
white,-0.282051,-0.517241,-0.340909,-0.895197,-0.617021,-0.333333,-0.467406,-0.863118,-0.389831,-0.545455,0.83871
white,-0.025641,-0.954023,-0.25,-0.965066,-0.687943,-0.423423,-0.517337,-0.514575,-0.423729,0.045455,0.032258
white,-0.512821,-0.413793,-0.227273,-0.965066,-0.560284,-0.783784,-0.067961,-0.380228,-0.067797,0,-0.354839
white,-0.564103,-0.816092,-0.409091,-0.921397,-0.673759,-0.387387,-0.478502,-0.537389,0.20339,0.25,0.290323
white,-0.25641,-0.287356,-0.454545,-0.816594,-0.886525,-0.621622,-0.589459,-0.52725,-0.474576,-0.659091,0.129032
white,-0.128205,-0.609195,-0.272727,-0.921397,-0.460993,-0.531532,-0.300971,-0.215463,-0.084746,-0.5,-0.193548
white,0.153846,-0.563218,-0.113636,-0.842795,-0.304965,-0.72973,-0.439667,0.063371,-0.050847,-0.159091,-0.258065
red,0.512821,0.034483,0.363636,-0.877729,-0.574468,-0.927928,-0.927878,0.107731,-0.016949,0.454545,0.419355
white,-0.128205,-0.724138,-0.431818,-0.659389,-0.503546,-0.459459,-0.428571,-0.012674,-0.135593,-0.681818,-0.548387
white,-0.102564,-0.448276,-0.431818,-0.423581,-0.333333,-0.171171,-0.034674,0.139417,-0.389831,-0.431818,-0.741935
white,-0.333333,-0.218391,0.681818,0.065502,-0.049645,-0.153153,0.126214,0.35488,-0.322034,-0.181818,-0.677419
white,-0.461538,-0.609195,-0.431818,-0.065502,-0.390071,-0.477477,-0.117892,0.253485,-0.118644,-0.5,-0.516129
white,-0.333333,-0.83908,-0.181818,-0.895197,-0.64539,-0.243243,-0.20111,-0.35488,0.186441,0.068182,-0.032258
white,-0.025641,-0.862069,0.681818,-0.912664,-0.560284,-0.531532,-0.461859,-0.430925,-0.40678,-0.590909,-0.096774
white,-0.076923,-0.747126,-0.318182,0.065502,-0.375887,-0.144144,0.142857,0.456274,-0.288136,-0.386364,-0.645161
red,0.076923,0.172414,-0.886364,-0.877729,0.134752,-0.801802,-0.855756,0.297845,0.084746,-0.113636,-0.354839
white,0,-0.586207,-0.227273,-0.49345,-0.41844,-0.369369,-0.128988,-0.164766,-0.20339,0.090909,0.129032
red,0.230769,-0.103448,-0.318182,-0.790393,-0.049645,-0.477477,-0.284327,0.329531,-0.016949,-0.295455,-0.548387
white,-0.153846,-0.471264,-0.431818,-0.074236,-0.446809,-0.441441,-0.278779,0.206591,-0.288136,-0.590909,-0.516129
white,-0.435897,-0.724138,-0.431818,-0.877729,-0.546099,-0.477477,-0.506241,-0.534854,-0.067797,-0.227273,0
white,0.025641,-0.724138,-0.363636,-0.161572,-0.361702,0.387387,-0.001387,0.253485,-0.288136,-0.454545,-0.354839
white,-0.128205,-0.655172,-0.113636,-0.851528,-0.659574,-0.495495,-0.467406,-0.532319,-0.084746,-0.272727,0.387097
white,-0.358974,-0.632184,-0.340909,-0.912664,-0.390071,-0.153153,-0.006935,-0.202788,-0.169492,-0.363636,-0.548387
white,-0.538462,-0.747126,-0.113636,-0.956332,-0.51773,-0.711712,-0.661581,-0.405577,-0.135593,-0.295455,-0.258065
white,-0.179487,-0.448276,-0.295455,-0.49345,-0.687943,-0.333333,-0.395284,-0.335868,0.118644,-0.181818,0.354839
white,-0.076923,-0.264368,-0.340909,-0.580786,-0.503546,-0.459459,-0.356449,-0.126743,-0.016949,-0.363636,0
red,0.076923,0.195402,-0.5,-0.868996,0.007092,-0.567568,-0.450763,0.143219,-0.016949,-0.386364,-0.387097
red,0.179487,0.344828,0.386364,-0.877729,0.460993,-0.783784,-0.506241,0.253485,-0.254237,-0.272727,-0.645161
white,0.025641,-0.609195,-0.068182,-0.729258,-0.531915,-0.351351,-0.206657,0.050697,0.084746,-0.477273,-0.354839
red,0.282051,-0.494253,-0.136364,-0.851528,-0.276596,-0.675676,-0.633842,0.054499,0.135593,0.136364,0.225806
red,-0.410256,0.195402,-0.818182,-0.895197,-0.120567,-0.765766,-0.783634,-0.207858,0.118644,-0.272727,-0.032258
white,-0.282051,-0.471264,0.113636,-0.379913,-0.41844,-0.081081,0.18724,0.17744,-0.322034,-0.477273,-0.741935
red,-0.076923,-0.356322,-0.227273,-0.895197,-0.06383,-0.693694,-0.822469,-0.215463,0.118644,0.5,0.806452
red,-0.179487,0.103448,-0.704545,-0.912664,-0.035461,-0.567568,-0.800277,0.163498,0.050847,-0.159091,-0.612903
white,-0.179487,-0.517241,0.227273,-0.117904,-0.475177,0.045045,0.26491,0.202788,-0.440678,-0.113636,-0.516129
white,-0.123956,0.333333,0.090909,-0.947598,-0.716312,-0.495495,-0.617198,-0.735108,0.033898,-0.613636,0.548387
white,-0.333333,-0.54023,-0.477273,-0.528384,-0.404255,-0.117117,-0.134535,-0.126743,-0.271186,-0.318182,-0.290323
red,0.538462,-0.287356,-0.022727,-0.908297,-0.163121,-0.927928,-0.972261,-0.027883,-0.20339,-0.454545,0.096774
white,-0.102564,-0.747126,-0.386364,-0.912664,-0.744681,-0.387387,-0.278779,-0.319392,0.118644,-0.272727,-0.032258
white,-0.589744,-0.758621,-0.568182,-0.432314,-0.446809,-0.369369,-0.423024,-0.07858,-0.084746,-0.568182,-0.516129
white,-0.589744,-0.678161,-0.340909,-0.947598,-0.489362,0.225225,-0.190014,-0.408112,0.762712,-0.068182,-0.032258
red,-0.589744,0.735632,-0.818182,-0.947598,-0.475177,-0.783784,-0.517337,-0.329531,0.440678,0.431818,0.612903
white,-0.487179,-0.655172,-0.295455,-0.746725,-0.503546,-0.387387,-0.156727,-0.636248,-0.20339,-0.659091,0.322581
white,0.102564,-0.678161,-0.022727,-0.921397,-0.503546,-0.513514,-0.317614,-0.152091,-0.152542,-0.477273,-0.032258
white,-0.333333,-0.724138,-0.272727,-0.781659,-0.546099,-0.693694,-0.334258,-0.456274,0.20339,-0.545455,0.290323
white,0.128205,-0.724138,-0.181818,-0.344978,-0.631206,0.063063,-0.128988,0.025349,-0.440678,-0.818182,-0.258065
red,0,0.287356,-0.522727,-0.860262,-0.035461,-0.441441,-0.295423,0.076046,-0.067797,-0.477273,-0.387097
red,-0.538462,-0.034483,-0.795455,-0.851528,-0.432624,-0.711712,-0.48405,-0.164766,0.542373,-0.068182,0.612903
red,0.948718,-0.356322,0.568182,-0.868996,0.148936,-0.90991,-0.916782,0.633714,-0.237288,-0.090909,-0.612903
white,-0.025641,-0.471264,0.181818,0.100437,-0.531915,0.081081,-0.212205,0.429658,-0.559322,-0.431818,-0.645161
red,0.025641,0.816092,-0.409091,-0.720524,0.390071,-0.459459,-0.661581,0.212928,-0.084746,-0.454545,-0.612903
white,-0.102564,-0.609195,-0.181818,0.091703,-0.41844,-0.387387,0.076283,0.456274,-0.457627,-0.454545,-0.709677
red,-0.307692,0.034483,-0.863636,-0.877729,-0.234043,-0.495495,-0.789182,-0.013942,0.118644,0.386364,-0.258065
white,-0.307692,-0.356322,0.113636,-0.799127,-0.702128,-0.72973,-0.511789,-0.608365,-0.355932,-0.386364,0.322581
white,-0.282051,0.057471,-0.522727,0.371179,-0.347518,-0.279279,-0.023578,0.456274,0.067797,-0.272727,-0.225806
white,-0.333333,-0.632184,-0.340909,-0.056769,-0.404255,-0.441441,-0.112344,0.228137,0,-0.477273,-0.516129
red,-0.128205,0.218391,-0.818182,-0.703057,0.035461,-0.54955,-0.434119,0.178707,-0.101695,-0.340909,-0.548387
white,-0.179487,-0.724138,-0.136364,-0.344978,-0.41844,-0.261261,-0.073509,0.107731,-0.016949,-0.272727,-0.419355
white,-0.025641,-0.287356,-0.5,-0.80786,-0.617021,-0.675676,-0.40638,-0.304183,-0.474576,-0.840909,-0.290323
white,-0.307692,-0.494253,-0.272727,-0.877729,-0.503546,-0.405405,-0.533981,-0.39924,0.101695,0.045455,-0.032258
white,-0.128205,-0.402299,-0.477273,-0.275109,0.361702,-0.621622,-0.17337,0.243346,-0.508475,-0.181818,-0.516129
white,-0.051282,-0.37931,-0.363636,-0.213974,-0.404255,-0.54955,-0.162275,0.240811,-0.322034,-0.295455,-0.612903
red,0.487179,0.103448,-0.477273,-0.755459,0.319149,-0.351351,-0.522885,0.583016,-0.016949,-0.022727,-0.322581
white,-0.538462,-0.701149,-0.090909,-0.938865,-0.546099,0.441441,-0.217753,-0.621039,-0.152542,0.659091,0.16129
white,-0.333333,-0.655172,-0.386364,-0.868996,-0.531915,-0.387387,-0.478502,-0.514575,-0.474576,-0.068182,-0.064516
white,-0.410256,-0.678161,0.113636,-0.921397,-0.404255,-0.693694,-0.550624,-0.278834,-0.016949,-0.454545,-0.483871
white,-0.076923,-0.586207,-0.159091,-0.231441,-0.460993,-0.261261,-0.217753,0.405577,0.254237,0.136364,-0.354839
white,-0.410256,-0.54023,-0.636364,-0.938865,-0.276596,-0.369369,-0.334258,-0.186312,-0.305085,-0.454545,-0.774194
white,-0.205128,-0.54023,-0.386364,-0.868996,-0.617021,-0.261261,-0.361997,-0.304183,0.186441,-0.386364,-0.096774
white,-0.179487,-0.448276,-0.340909,-0.624454,-0.617021,-0.279279,-0.20111,-0.420786,0.118644,-0.522727,0.354839
white,-0.333333,-0.563218,-0.568182,-0.886463,0.078014,-0.63964,0.054092,0.020279,0.305085,-0.045455,-0.516129
red,0.615385,-0.471264,0,-0.851528,0.007092,-0.621622,-0.778086,0.481622,0.016949,0.022727,-0.451613
white,-0.461538,-0.747126,-0.159091,-0.982533,-0.744681,-0.963964,-0.916782,-0.671736,-0.372881,-0.795455,-0.096774
white,0.025641,-0.701149,-0.113636,-0.895197,-0.64539,0.099099,-0.034674,-0.506971,-0.372881,0.204545,0.483871
white,-0.179487,-0.678161,-0.409091,-0.956332,-0.602837,-0.657658,-0.63939,-0.608365,-0.355932,-0.636364,0.193548
white,-0.282051,-0.034483,-0.409091,-0.065502,-0.716312,-0.441441,-0.423024,-0.250951,-0.067797,0.272727,0.580645
white,-0.230769,-0.54023,-0.204545,-0.851528,-0.531915,-0.72973,-0.56172,-0.557668,-0.20339,-0.227273,0.419355
red,-0.205128,-0.08046,-0.545455,-0.886463,0.035461,-0.855856,-0.905687,0.107731,0.135593,-0.522727,-0.66129
red,-0.128205,0.494253,-0.954545,-0.834061,-0.049645,-0.72973,-0.800277,0.278834,0.220339,-0.318182,-0.580645
white,-0.512821,-0.678161,-0.340909,-0.746725,-0.560284,-0.531532,-0.223301,-0.634981,-0.237288,-0.681818,0.322581
red,0.871795,-0.218391,0.068182,-0.820961,0.078014,-0.855856,-0.84466,0.299113,-0.118644,0.25,0.322581
white,-0.102564,-0.356322,-0.227273,0.240175,-0.319149,-0.189189,-0.073509,0.318124,-0.288136,-0.204545,-0.290323
white,-0.435897,-0.724138,-0.25,-0.956332,-0.574468,-0.207207,-0.334258,-0.569075,0,-0.477273,0.16129
white,-0.487179,-0.701149,-0.272727,-0.912664,-0.489362,-0.333333,-0.506241,-0.702155,-0.135593,0.636364,0.419355
white,-0.179487,-0.448276,-0.454545,-0.510917,-0.446809,-0.459459,0.231623,0.08872,-0.135593,-0.090909,-0.548387
white,-0.230769,-0.586207,-0.454545,-0.886463,-0.51773,0.243243,-0.178918,-0.287706,-0.220339,-0.318182,-0.193548
white,-0.128205,-0.724138,-0.318182,-0.877729,-0.574468,-0.243243,0.009709,-0.494297,-0.016949,-0.568182,0.290323
red,-0.051282,0.195402,-0.931818,-0.895197,0.219858,-0.567568,-0.48405,-0,0.067797,-0.272727,-0.322581
white,0.025641,-0.287356,-0.409091,-0.187773,-0.29078,-0.423423,-0.029126,0.063371,-0.457627,-0.545455,-0.064516
red,0.025641,0.425287,-0.863636,-0.886463,-0.007092,-0.657658,-0.839112,0.162231,0.152542,0.068182,-0.064516
white,-0.153846,-0.609195,-0.295455,-0.851528,-0.41844,-0.441441,-0.167822,-0.456274,-0.288136,-0.340909,0.096774
white,-0.205128,-0.563218,-0.068182,-0.90393,-0.460993,-0.90991,-0.289875,-0.26616,-0.271186,0.068182,0.096774
white,-0.538462,-0.83908,-0.409091,-0.567686,-0.404255,-0.099099,-0.262136,-0.207858,0.271186,-0.363636,-0.032258
red,0.128205,-0.287356,-0.136364,-0.921397,-0.304965,-0.837838,-0.872399,0.152091,-0.084746,0.181818,-0.419355
white,-0.230769,-0.678161,-0.204545,0.475983,-0.574468,-0.333333,-0.184466,0.557668,-0.145027,-0.545455,-0.677419
white,-0.25641,-0.08046,-0.272727,-0.930131,-0.829787,-0.621622,-0.361997,-0.773131,-0.271186,-0.295455,0.516129
white,-0.230769,-0.494253,-0.409091,0.720524,-0.602837,-0.207207,-0.20111,0.287706,-0.457627,-0.636364,0.387097
white,-0.025641,-0.333333,-0.227273,-0.772926,-0.730496,-0.261261,-0.134535,-0.595691,-0.508475,-0.75,0.419355
white,-0.384615,-0.770115,0.113636,-0.659389,-0.460993,-0.711712,-0.533981,-0.392902,-0.067797,-0.659091,0.16129
white,-0.179487,-0.793103,-0.159091,-0.554585,-0.77305,-0.495495,-0.417476,-0.152091,-0.186441,-0.386364,-0.096774
white,-0.102564,-0.425287,-0.090909,-0.454148,-0.588652,-0.441441,-0.267684,-0.380228,-0.474576,-0.818182,0.258065
white,-0.358974,-0.83908,-0.227273,-0.056769,-0.41844,-0.567568,-0.500693,0.321926,-0.169492,-0.386364,-0.354839
white,-0.410256,-0.586207,0.159091,-0.860262,-0.41844,0.081081,-0.178918,-0.26616,-0.389831,-0.136364,-0.419355
white,-0.282051,-0.655172,-0.318182,0.248908,-0.404255,-0.423423,-0.378641,0.424588,-0.457627,-0.272727,-0.677419
white,-0.128205,-0.747126,-0.295455,-0.930131,-0.475177,-0.351351,-0.284327,-0.139417,0.050847,-0.204545,-0.290323
white,-0.076923,0.103448,-0.795455,-0.921397,-0.120567,-0.675676,-0.384189,-0.00507,-0.152542,-0.295455,-0.419355
red,0.230769,0.034483,-0.5,-0.877729,0.29078,-0.891892,-0.883495,0.215463,-0.186441,-0.227273,-0.290323
white,-0.179487,-0.54023,-0.181818,-0.965066,-0.631206,-0.873874,-0.644938,-0.646388,-0.372881,-0.454545,0.322581
white,-0.384615,-0.632184,-0.5,-0.362445,-0.375887,-0.207207,-0.206657,0.057034,-0.135593,-0.318182,-0.580645
white,-0.230769,0.011494,-0.409091,-0.554585,-0.588652,-0.531532,-0.312067,-0.633714,-0.338983,-0.886364,0.612903
white,-0.076923,-0.632184,-0.340909,-0.170306,-0.41844,-0.63964,-0.450763,0.152091,-0.305085,-0.704545,-0.516129
white,-0.487179,-0.632184,-0.409091,-0.174672,-0.574468,0.117117,-0.134535,-0.158428,0.033898,-0.363636,0.032258
white,-0.358974,-0.356322,0.136364,-0.327511,-0.375887,-0.099099,0.087379,0.063371,-0.186441,-0.340909,-0.483871
white,-0.487179,-0.563218,-0.409091,-0.746725,-0.120567,-0.54955,-0.650485,-0.641318,-0.355932,-0.636364,0.129032
white,-0.333333,-0.678161,-0.272727,-0.423581,-0.730496,-0.747748,-0.572816,-0.253485,-0.305085,-0.25,-0.064516
red,-0.333333,-0.218391,-0.795455,-0.851528,-0.361702,-0.405405,-0.678225,0.283904,0.169492,0.045455,-0.225806
red,-0.205128,-0.172414,-1,-0.930131,-0.134752,-0.441441,-0.822469,-0.07858,0.016949,-0.181818,0.096774
red,-0.25641,0.563218,-0.954545,-0.895197,-0.021277,-0.90991,-0.966713,0.126743,0.40678,-0.068182,-0.370968
white,-0.641026,-0.793103,-0.386364,-0.991266,-0.702128,-0.81982,-0.656033,-0.357414,-0.016949,-0.568182,-0.419355
red,0,0.597701,-0.045455,-0.886463,0.177305,-0.873874,-0.556172,0.114068,-0.135593,-0.159091,-0.516129
red,0.384615,0.356322,-0.772727,-0.790393,0.163121,-0.801802,-0.76699,0.491762,0,-0.272727,-0.516129
white,-0.128205,-0.448276,-0.318182,-0.331878,-0.843972,-0.765766,-0.456311,-0.174905,-0.542373,-0.5,0.096774
white,0.051282,-0.356322,0.204545,0.074236,-0.432624,0.117117,-0.262136,0.370089,-0.627119,-0.477273,-0.645161
white,-0.384615,-0.494253,-0.272727,-0.90393,-0.673759,-0.477477,-0.312067,-0.494297,-0.050847,-0.568182,0.032258
red,0.564103,0.057471,-0.409091,-0.877729,0.446809,-0.891892,-0.700416,0.264892,-0.627119,0.727273,-0.290323
